;win;ace;age;tourney_id;nb_set;ht;name;surface;tourney_level;classe;minutes;cluster;advers
494;1.0;0.0;33.0485968515;2017-0825;2.0;172.0;Vera Zvonareva;Hard;I;False;68.0;10.0;Pauline Parmentier
495;1.0;0.0;33.0485968515;2017-0825;2.0;172.0;Vera Zvonareva;Hard;I;False;68.0;10.0;Pauline Parmentier
496;1.0;0.0;33.0485968515;2017-0825;2.0;172.0;Vera Zvonareva;Hard;I;False;68.0;10.0;Pauline Parmentier
668;1.0;0.0;33.6290212183;2019-560;2.0;173.0;Shuai Peng;Hard;G;False;103.0;8.0;Varvara Lepchenko
729;0.0;2.0;30.9377138946;2016-W-FC-2016-WG2-M-ESP-SRB-01;2.0;177.0;Jelena Jankovic;Hard;D;False;83.0;6.0;Carla Suarez Navarro
749;0.0;1.0;31.8822724162;2017-580;3.0;177.0;Jelena Jankovic;Hard;G;False;216.0;10.0;Svetlana Kuznetsova
750;0.0;1.0;31.8822724162;2017-580;3.0;177.0;Jelena Jankovic;Hard;G;False;216.0;10.0;Svetlana Kuznetsova
787;0.0;3.0;31.572895277199997;2017-1091;3.0;180.0;Mandy Minella;Grass;I;False;92.0;4.0;Kirsten Flipkens
788;0.0;3.0;31.572895277199997;2017-1091;3.0;180.0;Mandy Minella;Grass;I;False;92.0;4.0;Kirsten Flipkens
792;0.0;1.0;31.151266256;2017-580;2.0;180.0;Mandy Minella;Hard;G;False;80.0;10.0;Elena Vesnina
793;0.0;1.0;31.151266256;2017-580;2.0;180.0;Mandy Minella;Hard;G;False;80.0;10.0;Elena Vesnina
794;0.0;1.0;31.151266256;2017-580;2.0;180.0;Mandy Minella;Hard;G;False;80.0;10.0;Elena Vesnina
1051;0.0;1.0;33.163586584499996;2019-520;2.0;164.0;Barbora Zahlavova Strycova;Clay;G;False;101.0;10.0;Samantha Stosur
1052;0.0;1.0;33.163586584499996;2019-520;2.0;164.0;Barbora Zahlavova Strycova;Clay;G;False;101.0;10.0;Samantha Stosur
1053;0.0;1.0;33.163586584499996;2019-520;2.0;164.0;Barbora Zahlavova Strycova;Clay;G;False;101.0;10.0;Samantha Stosur
1054;0.0;1.0;33.163586584499996;2019-520;2.0;164.0;Barbora Zahlavova Strycova;Clay;G;False;101.0;10.0;Samantha Stosur
1107;0.0;0.0;30.7679671458;2016-0300;2.0;165.0;Kirsten Flipkens;Hard;I;False;89.0;16.0;Monica Niculescu
1113;0.0;1.0;30.288843258000004;2016-1005;2.0;165.0;Kirsten Flipkens;Clay;I;False;87.0;10.0;Pauline Parmentier
1114;0.0;1.0;30.288843258000004;2016-1005;2.0;165.0;Kirsten Flipkens;Clay;I;False;87.0;10.0;Pauline Parmentier
1155;0.0;1.0;30.9979466119;2017-1050;2.0;165.0;Kirsten Flipkens;Hard;I;False;70.0;16.0;Monica Niculescu
1162;0.0;2.0;31.630390143699998;2017-560;2.0;165.0;Kirsten Flipkens;Hard;G;False;101.0;10.0;Elena Vesnina
1272;1.0;0.0;32.0711841205;2016-1082;3.0;172.0;Samantha Stosur;Clay;I;True;175.0;4.0;Barbora Zahlavova Strycova
1317;0.0;2.0;32.3778234086;2016-M024;2.0;172.0;Samantha Stosur;Hard;P;True;119.0;4.0;Barbora Zahlavova Strycova
1456;1.0;5.0;30.2313483915;2016-1005;2.0;175.0;Pauline Parmentier;Clay;I;False;87.0;4.0;Kirsten Flipkens
1457;1.0;5.0;30.2313483915;2016-1005;2.0;175.0;Pauline Parmentier;Clay;I;False;87.0;4.0;Kirsten Flipkens
1458;1.0;5.0;30.2313483915;2016-1005;2.0;175.0;Pauline Parmentier;Clay;I;False;87.0;4.0;Kirsten Flipkens
1467;1.0;2.0;30.3080082136;2016-520;2.0;175.0;Pauline Parmentier;Clay;G;False;122.0;16.0;Monica Niculescu
1484;1.0;3.0;31.7070499658;2017-0300;2.0;175.0;Pauline Parmentier;Hard;I;False;96.0;4.0;Monica Niculescu
1633;0.0;3.0;32.8952772074;2016-M001;3.0;163.0;Roberta Vinci;Hard;P;False;153.0;10.0;Samantha Stosur
1634;0.0;3.0;32.8952772074;2016-M001;3.0;163.0;Roberta Vinci;Hard;P;False;153.0;10.0;Samantha Stosur
1668;0.0;0.0;33.891854893899996;2017-M001;2.0;163.0;Roberta Vinci;Hard;I;True;79.0;4.0;Barbora Zahlavova Strycova
1669;0.0;0.0;33.891854893899996;2017-M001;2.0;163.0;Roberta Vinci;Hard;I;True;79.0;4.0;Barbora Zahlavova Strycova
1681;1.0;1.0;31.077344284699997;2016-0806;2.0;174.0;Svetlana Kuznetsova;Hard;P;True;104.0;8.0;Petra Kvitova
1682;1.0;1.0;31.077344284699997;2016-0806;2.0;174.0;Svetlana Kuznetsova;Hard;P;True;104.0;8.0;Petra Kvitova
1760;1.0;4.0;31.5564681725;2017-580;3.0;174.0;Svetlana Kuznetsova;Hard;G;True;216.0;10.0;Jelena Jankovic
1761;1.0;4.0;31.5564681725;2017-580;3.0;174.0;Svetlana Kuznetsova;Hard;G;True;216.0;10.0;Jelena Jankovic
1762;1.0;4.0;31.5564681725;2017-580;3.0;174.0;Svetlana Kuznetsova;Hard;G;True;216.0;10.0;Jelena Jankovic
1763;1.0;4.0;31.5564681725;2017-580;3.0;174.0;Svetlana Kuznetsova;Hard;G;True;216.0;10.0;Jelena Jankovic
2094;0.0;4.0;33.1033538672;2018-1005;3.0;168.0;Bethanie Mattek Sands;Clay;I;False;130.0;4.0;Su Wei Hsieh
2095;0.0;4.0;33.1033538672;2018-1005;3.0;168.0;Bethanie Mattek Sands;Clay;I;False;130.0;4.0;Su Wei Hsieh
2184;1.0;5.0;29.6673511294;2019-1039;3.0;180.0;Victoria Azarenka;Hard;I;True;131.0;5.0;Angelique Kerber
2185;1.0;5.0;29.6673511294;2019-1039;3.0;180.0;Victoria Azarenka;Hard;I;True;131.0;5.0;Angelique Kerber
2186;1.0;5.0;29.6673511294;2019-1039;3.0;180.0;Victoria Azarenka;Hard;I;True;131.0;5.0;Angelique Kerber
2187;1.0;5.0;29.6673511294;2019-1039;3.0;180.0;Victoria Azarenka;Hard;I;True;131.0;5.0;Angelique Kerber
2251;1.0;4.0;31.6413415469;2021-902;2.0;180.0;Victoria Azarenka;Hard;P;True;91.0;10.0;Angelique Kerber
2311;0.0;2.0;30.351813826100006;2016-1075;2.0;180.0;Varvara Lepchenko;Hard;I;False;118.0;3.0;Lucie Safarova
2312;0.0;2.0;30.351813826100006;2016-1075;2.0;180.0;Varvara Lepchenko;Hard;I;False;118.0;3.0;Lucie Safarova
2313;0.0;2.0;30.351813826100006;2016-1075;2.0;180.0;Varvara Lepchenko;Hard;I;False;118.0;3.0;Lucie Safarova
2314;0.0;2.0;30.351813826100006;2016-1075;2.0;180.0;Varvara Lepchenko;Hard;I;False;118.0;3.0;Lucie Safarova
2333;1.0;1.0;31.022587269000002;2017-520;3.0;180.0;Varvara Lepchenko;Clay;G;False;111.0;8.0;Andrea Petkovic
2334;1.0;1.0;31.022587269000002;2017-520;3.0;180.0;Varvara Lepchenko;Clay;G;False;111.0;8.0;Andrea Petkovic
2335;1.0;1.0;31.022587269000002;2017-520;3.0;180.0;Varvara Lepchenko;Clay;G;False;111.0;8.0;Andrea Petkovic
2336;1.0;1.0;31.022587269000002;2017-520;3.0;180.0;Varvara Lepchenko;Clay;G;False;111.0;8.0;Andrea Petkovic
2432;1.0;1.0;25.1006160164;2016-O16;2.0;177.0;Anastasia Pavlyuchenkova;Hard;O;True;62.0;0.0;Magda Linette
2503;0.0;0.0;26.212183436;2017-1056;2.0;177.0;Anastasia Pavlyuchenkova;Hard;P;False;73.0;3.0;Caroline Wozniacki
2504;0.0;0.0;26.212183436;2017-1056;2.0;177.0;Anastasia Pavlyuchenkova;Hard;P;False;73.0;3.0;Caroline Wozniacki
2505;0.0;0.0;26.212183436;2017-1056;2.0;177.0;Anastasia Pavlyuchenkova;Hard;P;False;73.0;3.0;Caroline Wozniacki
2518;0.0;1.0;26.250513347;2017-M015;2.0;177.0;Anastasia Pavlyuchenkova;Hard;PM;False;78.0;3.0;Caroline Wozniacki
2519;0.0;1.0;26.250513347;2017-M015;2.0;177.0;Anastasia Pavlyuchenkova;Hard;PM;False;78.0;3.0;Caroline Wozniacki
2520;0.0;1.0;26.250513347;2017-M015;2.0;177.0;Anastasia Pavlyuchenkova;Hard;PM;False;78.0;3.0;Caroline Wozniacki
2521;0.0;1.0;26.250513347;2017-M015;2.0;177.0;Anastasia Pavlyuchenkova;Hard;PM;False;78.0;3.0;Caroline Wozniacki
2522;0.0;1.0;26.250513347;2017-M015;2.0;177.0;Anastasia Pavlyuchenkova;Hard;PM;False;78.0;3.0;Caroline Wozniacki
2674;1.0;3.0;29.7905544148;2016-0406;2.0;176.0;Elena Vesnina;Clay;I;True;89.0;10.0;Kateryna Bondarenko
2675;1.0;3.0;29.7905544148;2016-0406;2.0;176.0;Elena Vesnina;Clay;I;True;89.0;10.0;Kateryna Bondarenko
2687;1.0;3.0;29.560574948699998;2016-1003;3.0;176.0;Elena Vesnina;Hard;P;False;141.0;16.0;Simona Halep
2688;1.0;3.0;29.560574948699998;2016-1003;3.0;176.0;Elena Vesnina;Hard;P;False;141.0;16.0;Simona Halep
2689;1.0;3.0;29.560574948699998;2016-1003;3.0;176.0;Elena Vesnina;Hard;P;False;141.0;16.0;Simona Halep
2794;1.0;1.0;28.750171115700002;2016-1052;2.0;180.0;Tsvetana Pironkova;Grass;P;False;69.0;14.0;Irina Camelia Begu
2795;1.0;1.0;28.750171115700002;2016-1052;2.0;180.0;Tsvetana Pironkova;Grass;P;False;69.0;14.0;Irina Camelia Begu
2796;1.0;1.0;28.750171115700002;2016-1052;2.0;180.0;Tsvetana Pironkova;Grass;P;False;69.0;14.0;Irina Camelia Begu
2980;0.0;9.0;30.1273100616;2021-718;3.0;182.0;Polona Hercog;Hard;P;False;124.0;6.0;Misaki Doi
3131;1.0;0.0;28.4106776181;2016-1003;2.0;168.0;Monica Niculescu;Hard;P;False;60.0;3.0;Sabine Lisicki
3132;1.0;0.0;28.4106776181;2016-1003;2.0;168.0;Monica Niculescu;Hard;P;False;60.0;3.0;Sabine Lisicki
3223;0.0;0.0;30.4038329911;2018-1097;2.0;168.0;Monica Niculescu;Hard;I;False;91.0;4.0;Kirsten Flipkens
3295;0.0;0.0;25.880903490799998;2017-M024;2.0;168.0;Simona Halep;Hard;P;True;56.0;14.0;Garbine Muguruza
3466;0.0;0.0;26.379192334000006;2018-1003;0.0;168.0;Simona Halep;Hard;P;True;0.0;14.0;Garbine Muguruza
3467;0.0;0.0;26.379192334000006;2018-1003;0.0;168.0;Simona Halep;Hard;P;True;0.0;14.0;Garbine Muguruza
3468;0.0;0.0;26.379192334000006;2018-1003;0.0;168.0;Simona Halep;Hard;P;True;0.0;14.0;Garbine Muguruza
3469;0.0;0.0;26.379192334000006;2018-1003;0.0;168.0;Simona Halep;Hard;P;True;0.0;14.0;Garbine Muguruza
3470;0.0;2.0;26.5708418891;2018-1051;2.0;168.0;Simona Halep;Clay;P;True;74.0;13.0;Coco Vandeweghe
3477;0.0;2.0;26.6283367556;2018-M009;2.0;168.0;Simona Halep;Clay;P;True;67.0;5.0;Elina Svitolina
3623;1.0;2.0;28.167008898000002;2016-0300;2.0;174.0;Johanna Larsson;Hard;I;True;58.0;13.0;Mona Barthel
3671;0.0;0.0;27.726214921300002;2016-M009;2.0;174.0;Johanna Larsson;Clay;P;False;61.0;14.0;Johanna Konta
3759;0.0;1.0;30.3709787817;2019-1049;2.0;174.0;Johanna Larsson;Hard;I;False;57.0;8.0;Julia Goerges
3760;0.0;1.0;30.3709787817;2019-1049;2.0;174.0;Johanna Larsson;Hard;I;False;57.0;8.0;Julia Goerges
3795;1.0;0.0;28.602327173200003;2016-W-FC-2016-WG-PO-GER-ROU-01;3.0;180.0;Andrea Petkovic;Clay;D;False;157.0;16.0;Monica Niculescu
3849;0.0;2.0;29.8918548939;2017-M035;3.0;180.0;Andrea Petkovic;Hard;I;False;150.0;8.0;Julia Goerges
3850;0.0;2.0;29.8918548939;2017-M035;3.0;180.0;Andrea Petkovic;Hard;I;False;150.0;8.0;Julia Goerges
4008;1.0;2.0;28.9938398357;2017-1081;2.0;180.0;Julia Goerges;Hard;F;True;99.0;8.0;Magdalena Rybarikova
4009;1.0;2.0;28.9938398357;2017-1081;2.0;180.0;Julia Goerges;Hard;F;True;99.0;8.0;Magdalena Rybarikova
4014;1.0;6.0;28.626967830300003;2017-1091;2.0;180.0;Julia Goerges;Grass;I;False;59.0;3.0;Anastasia Pavlyuchenkova
4015;1.0;6.0;28.626967830300003;2017-1091;2.0;180.0;Julia Goerges;Grass;I;False;59.0;3.0;Anastasia Pavlyuchenkova
4145;1.0;7.0;30.160164271;2019-1049;2.0;180.0;Julia Goerges;Hard;I;True;57.0;10.0;Johanna Larsson
4290;1.0;2.0;26.6529774127;2017-M006;2.0;177.0;Caroline Wozniacki;Hard;PM;True;76.0;5.0;Magda Linette
4299;1.0;1.0;27.227926078000003;2017-M015;2.0;177.0;Caroline Wozniacki;Hard;PM;True;78.0;3.0;Anastasia Pavlyuchenkova
4300;1.0;1.0;27.227926078000003;2017-M015;2.0;177.0;Caroline Wozniacki;Hard;PM;True;78.0;3.0;Anastasia Pavlyuchenkova
4301;1.0;1.0;27.227926078000003;2017-M015;2.0;177.0;Caroline Wozniacki;Hard;PM;True;78.0;3.0;Anastasia Pavlyuchenkova
4302;1.0;1.0;27.227926078000003;2017-M015;2.0;177.0;Caroline Wozniacki;Hard;PM;True;78.0;3.0;Anastasia Pavlyuchenkova
4401;1.0;3.0;28.511978097199997;2019-580;2.0;177.0;Caroline Wozniacki;Hard;G;True;66.0;5.0;Johanna Larsson
4525;1.0;7.0;25.3305954825;2020-2022;2.0;178.0;Jennifer Brady;Hard;I;False;68.0;0.0;Magda Linette
4526;1.0;7.0;25.3305954825;2020-2022;2.0;178.0;Jennifer Brady;Hard;I;False;68.0;0.0;Magda Linette
5109;1.0;1.0;28.4407939767;2016-540;2.0;173.0;Angelique Kerber;Grass;G;True;63.0;6.0;Misaki Doi
5129;1.0;0.0;28.1724845996;2016-M007;3.0;173.0;Angelique Kerber;Hard;P;True;128.0;3.0;Timea Babos
5133;1.0;1.0;27.961670089000002;2016-M020;3.0;173.0;Angelique Kerber;Hard;P;True;127.0;16.0;Camila Giorgi
5212;0.0;1.0;29.7056810404;2017-M015;2.0;173.0;Angelique Kerber;Hard;PM;True;91.0;5.0;Alize Cornet
5213;0.0;1.0;29.7056810404;2017-M015;2.0;173.0;Angelique Kerber;Hard;PM;True;91.0;5.0;Alize Cornet
5455;1.0;6.0;26.945927447;2017-M020;2.0;173.0;Alize Cornet;Hard;I;False;123.0;6.0;Dominika Cibulkova
5456;1.0;6.0;26.945927447;2017-M020;2.0;173.0;Alize Cornet;Hard;I;False;123.0;6.0;Dominika Cibulkova
5592;0.0;2.0;30.587268993800002;2020-M024;2.0;173.0;Alize Cornet;Hard;P;False;121.0;8.0;Victoria Azarenka
5627;0.0;0.0;31.2963723477;2021-709;2.0;173.0;Alize Cornet;Clay;PM;False;95.0;10.0;Angelique Kerber
5628;0.0;0.0;31.2963723477;2021-709;2.0;173.0;Alize Cornet;Clay;PM;False;95.0;10.0;Angelique Kerber
5782;0.0;0.0;29.0349075975;2018-M007;2.0;170.0;Agnieszka Radwanska;Hard;PM;True;82.0;8.0;Victoria Azarenka
5783;0.0;0.0;29.0349075975;2018-M007;2.0;170.0;Agnieszka Radwanska;Hard;PM;True;82.0;8.0;Victoria Azarenka
5807;0.0;0.0;27.0116358658;2016-M006;2.0;165.0;Vania King;Hard;P;False;55.0;16.0;Simona Halep
5810;0.0;1.0;27.835728952800004;2017-1063;3.0;165.0;Vania King;Hard;I;False;95.0;14.0;Johanna Konta
5811;0.0;1.0;27.835728952800004;2017-1063;3.0;165.0;Vania King;Hard;I;False;95.0;14.0;Johanna Konta
5828;1.0;2.0;28.9637234771;2016-560;2.0;180.0;Yaroslava Shvedova;Hard;G;False;83.0;3.0;Shuai Zhang
5829;1.0;2.0;28.9637234771;2016-560;2.0;180.0;Yaroslava Shvedova;Hard;G;False;83.0;3.0;Shuai Zhang
5833;1.0;4.0;29.0595482546;2016-M015;2.0;180.0;Yaroslava Shvedova;Hard;P;False;72.0;6.0;Carla Suarez Navarro
5892;1.0;0.0;27.1238877481;2016-0710;2.0;161.0;Dominika Cibulkova;Grass;P;True;100.0;13.0;Karolina Pliskova
5893;1.0;0.0;27.1238877481;2016-0710;2.0;161.0;Dominika Cibulkova;Grass;P;True;100.0;13.0;Karolina Pliskova
5910;1.0;1.0;27.3921971253;2016-1075;2.0;161.0;Dominika Cibulkova;Hard;I;True;74.0;13.0;Karolina Pliskova
5911;1.0;1.0;27.3921971253;2016-1075;2.0;161.0;Dominika Cibulkova;Hard;I;True;74.0;13.0;Karolina Pliskova
5912;1.0;1.0;27.3921971253;2016-1075;2.0;161.0;Dominika Cibulkova;Hard;I;True;74.0;13.0;Karolina Pliskova
5917;1.0;0.0;27.0472279261;2016-520;2.0;161.0;Dominika Cibulkova;Clay;G;True;86.0;16.0;Saisai Zheng
5954;0.0;0.0;26.7980835044;2016-M004;3.0;161.0;Dominika Cibulkova;Hard;I;False;185.0;16.0;Sloane Stephens
5967;1.0;0.0;28.369609856300002;2017-1056;2.0;161.0;Dominika Cibulkova;Hard;P;True;82.0;6.0;Carla Suarez Navarro
5968;1.0;0.0;28.369609856300002;2017-1056;2.0;161.0;Dominika Cibulkova;Hard;P;True;82.0;6.0;Carla Suarez Navarro
5984;1.0;0.0;27.660506502399997;2017-M020;3.0;161.0;Dominika Cibulkova;Hard;I;True;138.0;3.0;Shuai Zhang
5985;1.0;0.0;27.660506502399997;2017-M020;3.0;161.0;Dominika Cibulkova;Hard;I;True;138.0;3.0;Shuai Zhang
5986;1.0;0.0;27.660506502399997;2017-M020;3.0;161.0;Dominika Cibulkova;Hard;I;True;138.0;3.0;Shuai Zhang
5987;1.0;0.0;27.660506502399997;2017-M020;3.0;161.0;Dominika Cibulkova;Hard;I;True;138.0;3.0;Shuai Zhang
6021;1.0;0.0;28.733744011;2018-1086;2.0;161.0;Dominika Cibulkova;Hard;P;False;89.0;3.0;Sorana Cirstea
6022;1.0;0.0;28.733744011;2018-1086;2.0;161.0;Dominika Cibulkova;Hard;P;False;89.0;3.0;Sorana Cirstea
6023;1.0;0.0;28.733744011;2018-1086;2.0;161.0;Dominika Cibulkova;Hard;P;False;89.0;3.0;Sorana Cirstea
6067;0.0;1.0;29.6919917864;2019-580;3.0;161.0;Dominika Cibulkova;Hard;G;True;131.0;3.0;Shuai Zhang
6068;0.0;1.0;29.6919917864;2019-580;3.0;161.0;Dominika Cibulkova;Hard;G;True;131.0;3.0;Shuai Zhang
6069;0.0;1.0;29.6919917864;2019-580;3.0;161.0;Dominika Cibulkova;Hard;G;True;131.0;3.0;Shuai Zhang
6070;0.0;1.0;29.6919917864;2019-580;3.0;161.0;Dominika Cibulkova;Hard;G;True;131.0;3.0;Shuai Zhang
6099;1.0;2.0;27.5071868583;2017-0528;2.0;176.0;Sorana Cirstea;Hard;I;True;94.0;5.0;Alison Van Uytvanck
6100;1.0;2.0;27.5071868583;2017-0528;2.0;176.0;Sorana Cirstea;Hard;I;True;94.0;5.0;Alison Van Uytvanck
6101;1.0;2.0;27.5071868583;2017-0528;2.0;176.0;Sorana Cirstea;Hard;I;True;94.0;5.0;Alison Van Uytvanck
6102;1.0;2.0;27.5071868583;2017-0528;2.0;176.0;Sorana Cirstea;Hard;I;True;94.0;5.0;Alison Van Uytvanck
6103;1.0;2.0;27.5071868583;2017-0528;2.0;176.0;Sorana Cirstea;Hard;I;True;94.0;5.0;Alison Van Uytvanck
6327;0.0;1.0;27.718001368899998;2018-1076;2.0;181.0;Petra Martic;Hard;I;True;40.0;3.0;Caroline Garcia
6371;1.0;1.0;28.158795345700003;2019-M007;2.0;181.0;Petra Martic;Hard;PM;False;82.0;3.0;Shuai Zhang
6372;1.0;1.0;28.158795345700003;2019-M007;2.0;181.0;Petra Martic;Hard;PM;False;82.0;3.0;Shuai Zhang
6386;0.0;1.0;27.986310746100006;2019-580;2.0;181.0;Petra Martic;Hard;G;True;120.0;16.0;Sloane Stephens
6617;0.0;0.0;30.0752908966;2019-0718;2.0;177.0;Shuai Zhang;Hard;P;False;101.0;6.0;Carla Suarez Navarro
6618;0.0;0.0;30.0752908966;2019-0718;2.0;177.0;Shuai Zhang;Hard;P;False;101.0;6.0;Carla Suarez Navarro
6733;0.0;9.0;29.5277207392;2016-M024;3.0;177.0;Lucie Safarova;Hard;P;False;149.0;8.0;Andrea Petkovic
6738;1.0;7.0;30.160164271;2017-0804;3.0;177.0;Lucie Safarova;Clay;P;True;172.0;8.0;Varvara Lepchenko
6816;1.0;2.0;25.916495551;2016-1087;2.0;170.0;Stefanie Voegele;Hard;I;False;109.0;0.0;Saisai Zheng
6825;0.0;3.0;26.1273100616;2016-1082;2.0;170.0;Stefanie Voegele;Clay;I;False;54.0;13.0;Karolina Pliskova
6826;0.0;3.0;26.1273100616;2016-1082;2.0;170.0;Stefanie Voegele;Clay;I;False;54.0;13.0;Karolina Pliskova
6827;0.0;3.0;26.1273100616;2016-1082;2.0;170.0;Stefanie Voegele;Clay;I;False;54.0;13.0;Karolina Pliskova
6828;0.0;3.0;26.1273100616;2016-1082;2.0;170.0;Stefanie Voegele;Clay;I;False;54.0;13.0;Karolina Pliskova
6829;0.0;3.0;26.1273100616;2016-1082;2.0;170.0;Stefanie Voegele;Clay;I;False;54.0;13.0;Karolina Pliskova
6919;1.0;0.0;28.733744011;2017-520;2.0;162.0;Carla Suarez Navarro;Clay;G;True;89.0;3.0;Sorana Cirstea
6920;1.0;0.0;28.733744011;2017-520;2.0;162.0;Carla Suarez Navarro;Clay;G;True;89.0;3.0;Sorana Cirstea
6921;1.0;0.0;28.733744011;2017-520;2.0;162.0;Carla Suarez Navarro;Clay;G;True;89.0;3.0;Sorana Cirstea
6965;0.0;0.0;28.101300479099997;2016-0528;2.0;162.0;Carla Suarez Navarro;Hard;I;True;88.0;6.0;Dominika Cibulkova
7016;0.0;1.0;29.0403832991;2017-1056;2.0;162.0;Carla Suarez Navarro;Hard;P;False;82.0;6.0;Dominika Cibulkova
7017;0.0;1.0;29.0403832991;2017-1056;2.0;162.0;Carla Suarez Navarro;Hard;P;False;82.0;6.0;Dominika Cibulkova
7018;0.0;1.0;29.0403832991;2017-1056;2.0;162.0;Carla Suarez Navarro;Hard;P;False;82.0;6.0;Dominika Cibulkova
7019;0.0;1.0;29.0403832991;2017-1056;2.0;162.0;Carla Suarez Navarro;Hard;P;False;82.0;6.0;Dominika Cibulkova
7020;0.0;1.0;29.0403832991;2017-1056;2.0;162.0;Carla Suarez Navarro;Hard;P;False;82.0;6.0;Dominika Cibulkova
7032;0.0;2.0;29.078713210100002;2017-M015;2.0;162.0;Carla Suarez Navarro;Hard;PM;False;71.0;13.0;Karolina Pliskova
7033;0.0;2.0;29.078713210100002;2017-M015;2.0;162.0;Carla Suarez Navarro;Hard;PM;False;71.0;13.0;Karolina Pliskova
7034;0.0;2.0;29.078713210100002;2017-M015;2.0;162.0;Carla Suarez Navarro;Hard;PM;False;71.0;13.0;Karolina Pliskova
7128;0.0;0.0;27.660506502399997;2021-1080;2.0;157.0;Lauren Davis;Grass;I;True;90.0;3.0;Shuai Zhang
7129;0.0;0.0;27.660506502399997;2021-1080;2.0;157.0;Lauren Davis;Grass;I;True;90.0;3.0;Shuai Zhang
7130;0.0;0.0;27.660506502399997;2021-1080;2.0;157.0;Lauren Davis;Grass;I;True;90.0;3.0;Shuai Zhang
7131;0.0;0.0;27.660506502399997;2021-1080;2.0;157.0;Lauren Davis;Grass;I;True;90.0;3.0;Shuai Zhang
7171;1.0;1.0;23.2334017796;2017-1049;2.0;157.0;Lauren Davis;Hard;I;False;71.0;7.0;Ana Konjuh
7172;1.0;1.0;23.2334017796;2017-1049;2.0;157.0;Lauren Davis;Hard;I;False;71.0;7.0;Ana Konjuh
7173;1.0;1.0;23.2334017796;2017-1049;2.0;157.0;Lauren Davis;Hard;I;False;71.0;7.0;Ana Konjuh
7174;1.0;1.0;23.2334017796;2017-1049;2.0;157.0;Lauren Davis;Hard;I;False;71.0;7.0;Ana Konjuh
7190;0.0;1.0;24.0;2017-1076;3.0;157.0;Lauren Davis;Hard;I;False;172.0;11.0;Yulia Putintseva
7191;0.0;1.0;24.0;2017-1076;3.0;157.0;Lauren Davis;Hard;I;False;172.0;11.0;Yulia Putintseva
